,cluster 0,cluster 1,cluster 2,cluster 3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0004952380952380911,0.027739130434782613,0.0018681318681318653,0.0022499999999999977
5,0.010095238095238084,0.10688405797101448,0.014230769230769227,0.03924
6,0.05966666666666663,0.26292753623188403,0.04341758241758242,0.19569999999999993
7,0.22522857142857144,0.41755072463768117,0.09938461538461538,0.39487
8,0.4119238095238095,0.5383768115942028,0.16616483516483516,0.55975
9,0.5441238095238096,0.6174202898550725,0.2179340659340659,0.6689499999999999
10,0.6142571428571428,0.6625217391304348,0.247010989010989,0.72748
11,0.6158571428571429,0.6685507246376812,0.2488021978021978,0.73225
12,0.5558190476190477,0.6392608695652173,0.2259670329670329,0.68654
13,0.4433619047619048,0.5660144927536231,0.18480219780219775,0.60371
14,0.28395238095238096,0.45782608695652177,0.12531868131868135,0.46614
15,0.10375238095238096,0.32430434782608697,0.056593406593406614,0.28505
16,0.01970476190476183,0.17871014492753629,0.02061538461538457,0.10214999999999999
17,0.0025333333333333406,0.05466666666666665,0.0045824175824175865,0.011520000000000004
18,0.0,0.007478260869565219,0.00010989010989011076,1.9999999999999836e-05
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
